order_id,order_date,customer_id,customer_name,region,product_id,product_name,category,quantity,unit_price,discount,payment_method,total_sales,profit
226,3/11/2023,1858,April Shields,South,347,Smartphone,Accessories,1.00,563.67,0.15,Credit Card,479.12,69.31
227,6/16/2023,1284,Andrew Manning,East,242,Tablet,Electronics,5.00,833.05,0.14,Credit Card,3582.12,518.19
228,2/14/2024,1649,Gabriel Griffin,North,464,Tablet,Accessories,1.00,1146.14,0.16,PayPal,962.76,139.27
229,8/21/2024,1017,Travis Hayes,North,260,Monitor,Electronics,5.00,1220.17,0.27,Cash,4453.62,644.27
230,11/1/2023,1850,Thomas Mitchell,North,325,Keyboard,Accessories,5.00,1433.39,0.1,Credit Card,6450.26,933.10
231,12/29/2023,1397,Karen Clark,East,236,Tablet,Electronics,4.00,1052.61,0.29,Bank Transfer,2989.41,432.45
232,1/12/2025,1781,Roberta Berry,South,396,Tablet,Accessories,4.00,1042.15,0.2,PayPal,3334.88,482.43
233,1/30/2024,1984,Dennis Huber,East,394,Laptop,Accessories,4.00,411.41,0.25,Bank Transfer,1234.23,178.55
234,12/29/2023,1312,Christine Johnson,South,432,Monitor,Accessories,5.00,1071.26,0.03,Credit Card,5195.61,751.60
235,10/19/2023,1868,Joseph Jackson,South,341,Tablet,Electronics,4.00,730.49,0.27,Bank Transfer,2133.03,308.57
236,6/14/2023,1953,Kevin Luna DDS,West,360,Headphones,Electronics,1.00,727.71,0.28,Bank Transfer,523.95,75.80
237,10/13/2024,1574,Tyler Obrien,West,267,Keyboard,Accessories,2.00,441.76,0.06,PayPal,830.51,120.14
238,1/18/2025,1086,Calvin Garcia,East,374,Tablet,Accessories,3.00,784.78,0,Bank Transfer,2354.34,340.58
239,9/21/2024,1922,Brianna Moses,North,389,Laptop,Accessories,1.00,1259.23,0.24,PayPal,957.01,138.44
240,2/6/2025,1112,Melissa Smith,South,301,Tablet,Accessories,2.00,1171.69,0.26,PayPal,1734.10,250.86
241,5/30/2024,1005,Anna Ramirez,West,296,Monitor,Electronics,3.00,953.80,0.27,Cash,2088.82,302.17
242,3/23/2023,1964,Ryan Reed,South,286,Monitor,Accessories,1.00,986.43,0.23,Credit Card,759.55,109.88
243,3/10/2025,1325,Maria Smith,North,475,Smartphone,Accessories,5.00,291.73,0.23,Bank Transfer,1123.16,162.48
244,9/18/2023,1611,Nicholas Carter,East,226,Monitor,Accessories,4.00,688.59,0.03,PayPal,2671.73,386.50
245,6/28/2024,1039,Kelly Durham MD,East,254,Tablet,Accessories,3.00,1285.73,0.04,Bank Transfer,3702.90,535.67
246,6/18/2023,1274,Monica Lyons,West,326,Monitor,Accessories,5.00,1320.01,0.03,Bank Transfer,6402.05,926.13
247,9/29/2023,1953,Kristin Price,North,403,Laptop,Accessories,5.00,1116.63,0.25,Bank Transfer,4187.36,605.75
248,5/15/2023,1715,Ronald Taylor,West,481,Monitor,Accessories,4.00,1490.87,0.19,Cash,4830.42,698.77
249,4/30/2024,1415,Erin Roberson,South,405,Smartphone,Accessories,2.00,1190.09,0.07,Cash,2213.57,320.22
250,12/16/2023,1030,Frank Turner,South,433,Laptop,Accessories,2.00,316.44,0.22,Bank Transfer,493.65,71.41
251,10/10/2023,1817,Ellen Miller,West,238,Laptop,Accessories,1.00,872.51,0.03,Credit Card,846.33,122.43
252,10/8/2024,1084,David Turner,South,461,Tablet,Electronics,1.00,1198.33,0.14,Cash,1030.56,149.08
253,5/10/2024,1731,Cynthia Meyer,West,439,Tablet,Accessories,5.00,902.21,0.15,Bank Transfer,3834.39,554.69
254,2/21/2024,1959,Thomas Rivas,East,420,Headphones,Accessories,2.00,444.23,0.02,Cash,870.69,125.96
255,10/26/2024,1073,Duane Gonzalez,South,446,Monitor,Electronics,2.00,529.93,0.23,Bank Transfer,816.09,118.06
256,4/3/2023,1935,Bryan Carter,North,225,Tablet,Accessories,2.00,463.28,0.25,Cash,694.92,100.53
257,3/27/2023,1969,William Kim,North,420,Monitor,Electronics,4.00,346.71,0.2,PayPal,1109.47,160.50
258,1/20/2024,1708,Diana Foster,South,397,Keyboard,Electronics,2.00,148.05,0.01,Credit Card,293.14,42.41
259,9/29/2023,1006,Wayne Fletcher,North,330,Headphones,Accessories,5.00,1093.92,0.26,Cash,4047.50,585.52
260,1/30/2025,1672,Dustin Davis,South,479,Laptop,Accessories,4.00,309.50,0.2,Bank Transfer,990.40,143.27
261,11/4/2023,1960,Joseph Davis,West,467,Tablet,Accessories,3.00,1326.23,0.24,Credit Card,3023.80,437.43
262,8/12/2023,1303,Casey Herring,West,301,Keyboard,Electronics,4.00,798.14,0.21,Credit Card,2522.12,364.85
263,4/9/2024,1835,Dillon Valenzuela,East,412,Keyboard,Accessories,5.00,580.70,0.11,PayPal,2584.12,373.82
264,3/27/2024,1679,Deanna Collier,North,256,Monitor,Accessories,2.00,1375.83,0.22,Bank Transfer,2146.29,310.49
265,2/18/2024,1719,Lisa Underwood,West,307,Laptop,Electronics,2.00,294.56,0.11,PayPal,524.32,75.85
266,5/17/2023,1884,Austin Miller,East,413,Laptop,Electronics,1.00,1401.95,0.14,Credit Card,1205.68,174.41
267,7/17/2024,1564,Denise Zuniga,East,473,Laptop,Accessories,4.00,210.19,0.09,Cash,765.09,110.68
268,11/23/2023,1673,Robert Stone,South,404,Keyboard,Accessories,2.00,813.16,0.29,Bank Transfer,1154.69,167.04
269,8/10/2024,1328,Rachel Sullivan,West,300,Monitor,Electronics,1.00,106.27,0.02,Credit Card,104.14,15.07
270,11/19/2023,1108,Lisa Sims,West,226,Monitor,Electronics,4.00,610.52,0.18,Cash,2002.51,289.69
271,4/20/2023,1231,Stephanie Kelley,East,310,Keyboard,Accessories,3.00,479.59,0.02,Bank Transfer,1409.99,203.97
272,12/30/2024,1698,Courtney Duncan,West,247,Laptop,Electronics,5.00,362.52,0.23,Cash,1395.70,201.90
273,9/24/2024,1178,Melissa Flores,West,487,Tablet,Electronics,3.00,1239.94,0.04,Cash,3571.03,516.59
274,5/14/2023,1176,Mary Pena,East,398,Keyboard,Electronics,4.00,596.01,0.11,Cash,2121.80,306.94
275,3/8/2025,1037,Angela Lopez,West,486,Smartphone,Electronics,5.00,439.74,0.01,Credit Card,2176.71,314.89
276,3/24/2023,1098,Stephanie Foley,East,213,Laptop,Accessories,4.00,1314.52,0.29,Bank Transfer,3733.24,540.05
277,12/22/2023,1329,Tonya Reynolds,South,473,Laptop,Accessories,4.00,338.85,0.24,Cash,1030.10,149.02
278,6/29/2024,1588,Mrs. Michelle Sanchez,South,341,Keyboard,Accessories,5.00,1497.93,0.25,Cash,5617.24,812.60
279,3/24/2024,1536,Stephanie Buckley,West,394,Smartphone,Accessories,2.00,641.11,0.1,Credit Card,1154.00,166.94
280,3/18/2024,1576,Nathaniel Bailey,South,251,Headphones,Accessories,1.00,85.02,0.01,Bank Transfer,84.17,12.18
281,7/25/2023,1772,Jessica Dennis,East,441,Tablet,Accessories,2.00,1147.54,0.24,Cash,1744.26,252.33
282,8/6/2024,1133,Juan Perkins,North,299,Keyboard,Electronics,1.00,1307.13,0.11,Credit Card,1163.35,168.29
283,2/13/2024,1095,Joshua Perez,West,397,Keyboard,Electronics,5.00,549.81,0.18,Credit Card,2254.22,326.10
284,1/4/2025,1184,Jasmin Vaughan,South,259,Laptop,Accessories,2.00,1466.60,0.23,PayPal,2258.56,326.73
285,7/2/2024,1372,Tiffany Reyes,West,420,Headphones,Electronics,1.00,1395.03,0.28,Cash,1004.42,145.30
286,5/5/2023,1918,Dr. Sarah Yang,West,258,Laptop,Electronics,1.00,928.50,0.11,PayPal,826.37,119.54
287,7/25/2023,1969,Jeffrey Moore,South,309,Headphones,Accessories,1.00,1315.05,0.01,Cash,1301.90,188.33
288,7/2/2024,1018,Timothy Williamson,North,301,Smartphone,Electronics,5.00,1173.24,0.08,Credit Card,5396.90,780.72
289,7/14/2024,1163,Kelly Williams,South,213,Smartphone,Accessories,3.00,1382.81,0.08,Credit Card,3816.56,552.11
290,9/12/2023,1134,Dana Cisneros,West,488,Smartphone,Accessories,3.00,1417.48,0.02,Bank Transfer,4167.39,602.86
291,10/24/2024,1550,Dale Gilbert,North,220,Smartphone,Accessories,2.00,612.46,0.16,Credit Card,1028.93,148.85
292,6/21/2023,1569,Joshua Pittman,East,211,Headphones,Accessories,5.00,530.78,0.29,Cash,1884.27,272.58
293,4/5/2024,1596,Darin Garcia,North,481,Laptop,Accessories,4.00,1320.12,0.26,Cash,3907.56,565.27
294,5/8/2023,1942,Lauren Reed,North,413,Laptop,Electronics,3.00,810.13,0.1,Cash,2187.35,316.43
295,6/1/2024,1945,Kelsey Brown,West,427,Monitor,Accessories,2.00,1189.83,0.28,Credit Card,1713.36,247.86
296,5/14/2023,1642,Robert Morse,North,303,Keyboard,Accessories,3.00,62.06,0.28,Cash,134.05,19.39
297,7/10/2024,1909,Patricia Hansen,West,208,Keyboard,Accessories,3.00,971.16,0.02,PayPal,2855.21,413.04
298,3/13/2023,1304,Jessica Walker,South,465,Smartphone,Electronics,5.00,1137.64,0.28,Credit Card,4095.50,592.46
299,11/20/2024,1451,Natalie Moore,East,431,Headphones,Accessories,2.00,1354.33,0.2,Cash,2166.93,313.47
300,6/25/2023,1893,Sarah Adams,South,246,Keyboard,Electronics,3.00,1168.21,0.01,Cash,3469.58,501.91
301,6/25/2024,1961,Stephanie Newman,East,433,Keyboard,Accessories,3.00,1385.35,0.14,Credit Card,3574.20,517.05
302,7/28/2023,1308,Eric Castro,South,225,Keyboard,Electronics,2.00,683.72,0.27,Bank Transfer,998.23,144.41
303,5/31/2024,1262,Michael Smith,North,478,Laptop,Accessories,2.00,1004.87,0,Credit Card,2009.74,290.73
304,4/16/2023,1287,Erica Sparks,East,274,Laptop,Electronics,1.00,1394.74,0.01,PayPal,1380.79,199.75
305,4/15/2023,1987,David Blackburn,South,367,Laptop,Electronics,3.00,509.92,0.25,Credit Card,1147.32,165.97
306,4/13/2024,1492,Casey Young,West,448,Keyboard,Electronics,1.00,682.52,0.28,Bank Transfer,491.41,71.09
307,4/27/2023,1309,Laura Shaw,West,229,Monitor,Electronics,5.00,149.60,0.06,Cash,703.12,101.71
308,10/31/2023,1205,Mrs. Kelsey Rivera,East,376,Smartphone,Accessories,1.00,1287.37,0.11,PayPal,1145.76,165.75
309,9/17/2024,1854,Donna James,South,305,Smartphone,Accessories,4.00,1219.91,0.17,Credit Card,4050.10,585.89
310,3/17/2023,1541,Tiffany Martin,North,298,Tablet,Accessories,4.00,1227.00,0.15,Bank Transfer,4171.80,603.50
311,4/21/2023,1130,Donald Howell,South,496,Monitor,Electronics,3.00,1033.80,0.22,Bank Transfer,2419.09,349.95
312,7/23/2024,1505,Taylor Chase,North,342,Laptop,Electronics,4.00,340.42,0.21,Cash,1075.73,155.62
313,1/8/2025,1426,Heather Hayes,South,237,Headphones,Electronics,1.00,529.62,0.17,PayPal,439.58,63.59
314,8/4/2023,1402,Jordan Moreno,West,242,Smartphone,Accessories,1.00,750.97,0.13,Credit Card,653.34,94.51
315,4/24/2023,1580,Hunter Bryant,North,472,Headphones,Electronics,1.00,1418.70,0.28,PayPal,1021.46,147.77
316,3/2/2025,1637,Timothy Walker,South,443,Tablet,Electronics,3.00,1451.35,0.19,PayPal,3526.78,510.19
317,3/12/2024,1665,Julie Dalton,North,346,Keyboard,Electronics,4.00,754.19,0.21,Bank Transfer,2383.24,344.76
318,12/24/2024,1597,Megan Martin,North,300,Smartphone,Electronics,2.00,1080.33,0.22,Cash,1685.31,243.80
319,10/15/2023,1250,Heather Johnson DVM,North,284,Tablet,Electronics,4.00,1056.86,0.08,Bank Transfer,3889.24,562.62
320,2/16/2024,1906,Heather Smith,South,383,Laptop,Accessories,2.00,861.18,0.22,Bank Transfer,1343.44,194.34
321,4/26/2024,1475,Brian Miller,South,226,Keyboard,Accessories,3.00,710.96,0.1,Credit Card,1919.59,277.69
322,7/12/2023,1505,Tonya Estes,South,457,Tablet,Electronics,2.00,369.58,0.02,Credit Card,724.38,104.79
323,6/24/2024,1803,Derek Lee,South,232,Keyboard,Accessories,2.00,737.85,0.23,Bank Transfer,1136.29,164.38
324,5/20/2024,1014,Allison Jones,East,472,Tablet,Accessories,3.00,1307.43,0.12,Cash,3451.62,499.32
325,6/5/2023,1476,Kyle Ramirez,East,445,Tablet,Electronics,5.00,1469.96,0.2,PayPal,5879.84,850.59
326,1/8/2025,1680,Jonathan Reilly,West,217,Laptop,Electronics,4.00,1215.30,0.09,Cash,4423.69,639.94
327,6/3/2023,1553,Casey Gonzalez,South,406,Tablet,Electronics,4.00,989.51,0.29,Cash,2810.21,406.53
328,8/19/2023,1439,Donald Johnson,East,226,Smartphone,Accessories,4.00,1279.46,0.06,PayPal,4810.77,695.93
329,9/23/2023,1926,Elizabeth Cortez,South,385,Monitor,Electronics,1.00,179.69,0.25,PayPal,134.77,19.50
330,9/30/2023,1884,Michael Gonzalez DDS,South,342,Headphones,Electronics,5.00,933.99,0.21,Credit Card,3689.26,533.69
331,8/20/2024,1460,Patricia Harris,West,464,Smartphone,Electronics,1.00,111.04,0.02,Bank Transfer,108.82,15.74
332,7/11/2023,1593,Stacy Lee,North,429,Laptop,Accessories,5.00,1147.44,0.06,Cash,5392.97,780.15
333,6/21/2023,1226,Steven Cook,North,360,Smartphone,Accessories,1.00,163.69,0.09,Cash,148.96,21.55
334,3/22/2023,1374,Gregory Williamson,East,370,Keyboard,Electronics,3.00,1236.84,0.12,Cash,3265.26,472.36
335,12/24/2023,1193,Angela Diaz,East,342,Smartphone,Electronics,1.00,1479.66,0.15,PayPal,1257.71,181.94
336,12/11/2023,1625,Scott Young,South,262,Smartphone,Accessories,1.00,484.70,0.19,Credit Card,392.61,56.80
337,3/13/2024,1691,Elizabeth Strong,East,399,Keyboard,Accessories,1.00,1112.00,0.19,Credit Card,900.72,130.30
338,10/6/2023,1245,Paul Williams,South,319,Keyboard,Electronics,5.00,1407.28,0.04,Cash,6754.94,977.18
339,8/26/2023,1407,Robert Perkins,North,360,Keyboard,Accessories,4.00,1404.27,0.11,PayPal,4999.20,723.19
340,12/2/2023,1743,Jennifer Fitzgerald,North,369,Keyboard,Electronics,1.00,1265.94,0.3,Cash,886.16,128.19
341,5/23/2023,1050,Kelly Lewis,North,286,Headphones,Accessories,4.00,732.20,0.23,Cash,2255.18,326.24
342,12/19/2023,1933,Sherry Hardy,East,461,Tablet,Electronics,4.00,276.35,0.28,Bank Transfer,795.89,115.13
343,1/28/2025,1697,Michael Hall,East,249,Keyboard,Accessories,5.00,927.05,0.13,Bank Transfer,4032.67,583.37
344,1/2/2025,1433,Brandon Warren,East,290,Headphones,Accessories,4.00,850.78,0.09,Credit Card,3096.84,447.99
345,4/29/2023,1148,Larry Rogers,North,248,Tablet,Accessories,2.00,449.64,0.2,Credit Card,719.42,104.07
346,10/17/2024,1498,Aaron Lin,West,381,Monitor,Electronics,4.00,277.03,0,Cash,1108.12,160.30
347,12/14/2024,1428,Eduardo Smith,East,456,Laptop,Accessories,2.00,553.99,0.12,Credit Card,975.02,141.05
348,5/29/2024,1227,Lori Hood,North,231,Monitor,Electronics,3.00,423.40,0.18,PayPal,1041.56,150.67
349,12/2/2024,1799,Maria White,East,241,Smartphone,Accessories,5.00,868.31,0.16,Cash,3646.90,527.57
350,5/6/2024,1749,Frank Johnson,North,213,Headphones,Electronics,1.00,576.31,0.04,Cash,553.26,80.03
351,4/5/2024,1358,William Webb,West,366,Smartphone,Electronics,3.00,368.56,0.01,Cash,1094.62,158.35
352,8/11/2024,1301,Amy Booth,South,343,Tablet,Accessories,5.00,712.19,0.03,Cash,3454.12,499.68
353,6/20/2023,1128,Alison Manning,South,440,Laptop,Electronics,1.00,1043.69,0.13,Bank Transfer,908.01,131.35
354,9/5/2024,1695,Bradley Reynolds,South,353,Monitor,Accessories,5.00,77.50,0.08,PayPal,356.50,51.57
355,8/6/2024,1213,Jenna Brown,East,490,Keyboard,Electronics,2.00,1266.59,0.19,PayPal,2051.88,296.83
356,8/31/2024,1736,Krystal Gilbert,South,472,Headphones,Electronics,1.00,751.06,0.11,PayPal,668.44,96.70
357,11/20/2024,1647,Audrey Summers,West,271,Monitor,Electronics,3.00,966.48,0.02,Credit Card,2841.45,411.05
358,7/19/2024,1074,Linda Guzman,South,203,Monitor,Accessories,2.00,540.44,0.27,Credit Card,789.04,114.14
359,5/27/2023,1089,Lori Smith,East,413,Smartphone,Electronics,2.00,1336.61,0.25,Cash,2004.92,290.03
360,4/11/2024,1550,Beth Dominguez,East,414,Tablet,Electronics,1.00,1033.88,0.26,Credit Card,765.07,110.68
361,8/24/2023,1013,Holly Morrison,South,291,Monitor,Accessories,4.00,856.42,0.12,PayPal,3014.60,436.10
362,12/28/2024,1427,Jennifer Wood,West,392,Tablet,Accessories,4.00,624.28,0.13,Cash,2172.49,314.28
363,7/29/2023,1093,Stephen Nelson,East,482,Smartphone,Electronics,5.00,1356.98,0.02,PayPal,6649.20,961.88
364,2/8/2025,1165,Paula Mendez,East,431,Monitor,Electronics,4.00,1043.68,0.03,Credit Card,4049.48,585.80
365,7/5/2024,1868,Caleb Prince,South,331,Headphones,Electronics,3.00,230.30,0.21,Cash,545.81,78.96
366,1/24/2025,1656,Emily Johnson,North,450,Keyboard,Electronics,4.00,56.21,0.17,PayPal,186.62,27.00
367,12/16/2024,1597,Kelsey Patton,East,316,Monitor,Accessories,4.00,742.16,0.17,Credit Card,2463.97,356.44
368,5/28/2023,1684,John Gomez,South,317,Keyboard,Accessories,3.00,1174.34,0.06,Cash,3311.64,479.07
369,3/16/2023,1912,Jennifer Price,South,311,Tablet,Electronics,4.00,872.93,0.06,Bank Transfer,3282.22,474.81
370,5/13/2024,1100,Lacey Munoz,West,407,Tablet,Accessories,3.00,1137.60,0.07,Credit Card,3173.90,459.14
371,2/12/2025,1138,Manuel Roberts,South,207,Smartphone,Accessories,5.00,1150.15,0.2,Cash,4600.60,665.53
372,6/5/2023,1881,Isaiah Andersen,South,421,Tablet,Electronics,1.00,1422.95,0.14,PayPal,1223.74,177.03
373,12/3/2023,1505,Joshua Hernandez,North,415,Laptop,Electronics,4.00,1295.93,0.26,PayPal,3835.95,554.91
374,2/17/2024,1720,Colleen Carter,North,349,Headphones,Electronics,4.00,328.19,0.2,Bank Transfer,1050.21,151.92
375,10/5/2024,1260,Jennifer George,North,340,Smartphone,Electronics,1.00,292.45,0.28,PayPal,210.56,30.46
376,1/24/2025,1602,Allison Camacho,South,386,Laptop,Accessories,3.00,1288.35,0.29,Credit Card,2744.19,396.98
377,7/13/2024,1877,Martin Long,West,229,Laptop,Electronics,3.00,477.32,0.11,Credit Card,1274.44,184.36
378,3/29/2023,1056,Jessica Golden,West,463,Headphones,Accessories,4.00,1110.36,0.21,Bank Transfer,3508.74,507.58
379,7/17/2024,1842,Jacob Lopez,North,452,Tablet,Accessories,4.00,904.56,0.26,PayPal,2677.50,387.33
380,6/4/2023,1980,Brian Ortiz,West,200,Keyboard,Accessories,4.00,868.45,0.29,Bank Transfer,2466.40,356.79
381,11/6/2024,1589,Michelle Woodward,South,282,Keyboard,Accessories,5.00,472.66,0.3,Credit Card,1654.31,239.31
382,1/1/2024,1090,Christopher Fleming,South,332,Laptop,Accessories,2.00,913.74,0.11,Cash,1626.46,235.29
383,6/3/2024,1402,Melinda Harper,North,270,Laptop,Accessories,4.00,863.69,0.1,Cash,3109.28,449.79
384,3/21/2023,1007,Chelsea Wheeler,East,449,Laptop,Electronics,5.00,800.63,0.27,Credit Card,2922.30,422.74
385,8/18/2024,1480,Cassandra Nelson,South,367,Headphones,Accessories,3.00,1272.02,0.13,Credit Card,3319.97,480.27
386,9/29/2023,1889,Megan Davis,South,311,Smartphone,Accessories,4.00,65.05,0.02,Bank Transfer,255.00,36.89
387,1/1/2025,1809,Brian Irwin,South,256,Headphones,Accessories,1.00,332.72,0.17,Cash,276.16,39.95
388,3/12/2024,1753,Scott Watson,East,279,Laptop,Electronics,5.00,831.98,0.07,Bank Transfer,3868.71,559.65
389,3/5/2024,1800,Kayla Johnson,West,481,Headphones,Electronics,3.00,1157.86,0.11,Cash,3091.49,447.22
390,7/4/2024,1998,Miranda Carter,North,212,Headphones,Accessories,4.00,1008.28,0.28,Credit Card,2903.85,420.07
391,11/27/2023,1113,Michael Wagner,South,319,Keyboard,Accessories,1.00,65.53,0.09,Cash,59.63,8.63
392,8/6/2024,1804,Brandi Parker,North,462,Headphones,Accessories,4.00,1478.41,0.02,Cash,5795.37,838.37
393,4/17/2024,1100,Brandon Anderson,South,215,Laptop,Electronics,1.00,481.62,0,PayPal,481.62,69.67
394,5/3/2024,1617,Lauren Walker,North,468,Monitor,Electronics,5.00,1379.68,0.25,Credit Card,5173.80,748.45
395,12/23/2024,1967,Paula Ayala,South,203,Laptop,Electronics,1.00,191.27,0.22,Cash,149.19,21.58
396,6/5/2023,1485,Robert Parker MD,South,214,Monitor,Electronics,3.00,759.64,0.22,Credit Card,1777.56,257.14
397,6/19/2024,1742,Charlene Thompson,South,327,Keyboard,Accessories,1.00,769.67,0.27,Credit Card,561.86,81.28
398,7/2/2024,1729,Timothy Quinn,South,390,Monitor,Electronics,2.00,1393.46,0.16,Bank Transfer,2341.01,338.65
399,3/4/2025,1568,Marcus Lee,East,443,Monitor,Electronics,2.00,792.21,0.28,Bank Transfer,1140.78,165.03
400,6/21/2023,1345,Samantha Dyer,North,231,Keyboard,Accessories,3.00,1030.26,0.12,PayPal,2719.89,393.46
401,6/12/2024,1045,Caitlin Marshall,North,337,Headphones,Electronics,2.00,1398.68,0.05,Cash,2657.49,384.44
402,10/8/2024,1136,William Smith,North,477,Monitor,Electronics,3.00,723.64,0.23,Credit Card,1671.61,241.82
403,6/11/2024,1433,Julie Hamilton,East,317,Headphones,Accessories,3.00,706.65,0.04,Bank Transfer,2035.15,294.41
404,11/7/2023,1328,Mckenzie Foster,North,285,Smartphone,Electronics,2.00,263.88,0.28,PayPal,379.99,54.97
405,12/16/2023,1378,James Reeves,North,339,Monitor,Electronics,5.00,475.64,0.28,Credit Card,1712.30,247.70
406,9/14/2023,1119,Tracey Dougherty,North,216,Tablet,Electronics,1.00,1181.07,0,Credit Card,1181.07,170.86
407,6/20/2024,1374,Cathy Hooper,East,362,Keyboard,Electronics,4.00,1050.50,0.28,Cash,3025.44,437.66
408,10/9/2023,1915,Tammie Howard,South,262,Headphones,Accessories,1.00,52.29,0.3,Cash,36.60,5.30
409,5/30/2023,1629,Cynthia Moody,South,272,Monitor,Electronics,1.00,671.33,0.08,Bank Transfer,617.62,89.35
410,2/24/2024,1084,Jessica Russo,West,494,Tablet,Accessories,1.00,876.09,0.17,Bank Transfer,727.15,105.19
411,7/1/2023,1588,Sean Lopez,North,254,Smartphone,Electronics,5.00,1315.43,0.01,PayPal,6511.38,941.94
412,8/22/2023,1072,Jason Powell,West,365,Keyboard,Electronics,3.00,677.53,0.11,Cash,1809.01,261.69
413,4/13/2024,1401,Samuel Marquez,West,203,Monitor,Electronics,5.00,1088.52,0.23,Cash,4190.80,606.25
414,10/27/2024,1037,Joel Lopez,South,490,Keyboard,Accessories,5.00,703.86,0.04,PayPal,3378.53,488.74
415,6/20/2024,1952,Gwendolyn Macias,East,414,Laptop,Electronics,5.00,1163.93,0.3,Credit Card,4073.76,589.31
416,8/16/2023,1568,Kimberly Frey,West,400,Keyboard,Accessories,4.00,844.33,0.29,Bank Transfer,2397.90,346.88
417,7/8/2023,1240,Michelle Lewis,West,240,Smartphone,Accessories,3.00,441.21,0.07,Cash,1230.98,178.07
418,12/7/2024,1681,William Ortega,East,405,Headphones,Electronics,4.00,316.32,0.25,Cash,948.96,137.28
419,7/21/2023,1901,Kyle Murray,North,292,Laptop,Accessories,3.00,1211.93,0.04,Cash,3490.36,504.92
420,7/30/2023,1899,Tami Haynes,East,249,Tablet,Electronics,4.00,1448.01,0.23,PayPal,4459.87,645.17
421,8/27/2023,1467,Lucas Diaz,East,469,Tablet,Accessories,3.00,1279.28,0.16,PayPal,3223.79,466.36
422,5/16/2023,1725,David Johnson II,North,334,Tablet,Accessories,4.00,1331.23,0.1,PayPal,4792.43,693.28
423,3/14/2023,1202,Andrew Tran,East,487,Headphones,Electronics,4.00,202.53,0.16,Cash,680.50,98.44
424,7/22/2023,1552,John Miller,South,441,Laptop,Accessories,2.00,1174.89,0.06,Bank Transfer,2208.79,319.53
425,11/26/2023,1836,Danielle Scott,East,203,Laptop,Electronics,3.00,353.25,0.18,Credit Card,869.00,125.71
426,1/19/2024,1451,Tina Lloyd,West,346,Tablet,Accessories,2.00,1142.83,0.23,Cash,1759.96,254.60
427,12/23/2024,1544,Sean Forbes,East,463,Monitor,Accessories,5.00,268.71,0.26,Cash,994.23,143.83
428,2/6/2024,1756,Chad Wilkinson,South,408,Headphones,Accessories,3.00,172.45,0.29,PayPal,367.32,53.14
429,10/23/2023,1342,Justin Rogers,East,458,Tablet,Accessories,2.00,503.55,0.2,Bank Transfer,805.68,116.55
430,7/31/2023,1817,Patrick Reed,South,424,Headphones,Accessories,5.00,63.42,0.19,Bank Transfer,256.85,37.16
431,9/13/2024,1270,Andrew Lewis,West,200,Keyboard,Electronics,4.00,65.13,0.26,Bank Transfer,192.78,27.89
432,5/20/2023,1526,Matthew Weiss,East,411,Keyboard,Accessories,3.00,953.81,0.13,Credit Card,2489.44,360.13
433,1/22/2024,1423,Matthew Bradley,West,281,Monitor,Accessories,3.00,857.30,0.03,Credit Card,2494.74,360.89
434,3/15/2023,1066,Tina Campbell,North,359,Headphones,Electronics,1.00,188.58,0.21,Credit Card,148.98,21.55
435,4/2/2024,1124,John Ford,South,218,Monitor,Accessories,1.00,725.50,0.26,Credit Card,536.87,77.66
436,1/11/2024,1785,James Ross,West,446,Monitor,Electronics,4.00,1139.75,0.14,Credit Card,3920.74,567.18
437,6/8/2024,1269,Thomas Haley,West,255,Laptop,Electronics,3.00,205.26,0.17,PayPal,511.10,73.94
438,10/17/2024,1697,Angela Cordova,North,331,Tablet,Accessories,3.00,615.41,0.16,PayPal,1550.83,224.35
439,5/9/2023,1695,William Martinez,South,292,Tablet,Electronics,4.00,181.68,0.09,Cash,661.32,95.67
440,10/13/2024,1896,Kathleen Shaw,South,333,Laptop,Accessories,5.00,546.96,0.28,Bank Transfer,1969.06,284.85
441,2/25/2024,1050,Jeremy Wagner,North,208,Tablet,Accessories,3.00,1090.96,0.22,PayPal,2552.85,369.30
442,8/10/2023,1611,James Morales,West,464,Monitor,Electronics,2.00,363.25,0.14,Cash,624.79,90.38
443,4/13/2024,1601,Ashley Mccarty,West,476,Keyboard,Accessories,2.00,264.80,0.06,Cash,497.82,72.02
444,8/9/2024,1036,Stephen Powers,West,347,Monitor,Accessories,4.00,417.27,0.11,Cash,1485.48,214.89
445,5/17/2023,1589,Ryan Ayers,North,240,Tablet,Electronics,5.00,571.60,0.15,PayPal,2429.30,351.43
446,11/26/2023,1406,Geoffrey Cummings,West,400,Smartphone,Electronics,2.00,1493.62,0.16,Cash,2509.28,363.00
447,9/20/2023,1101,William Johnson,North,339,Keyboard,Accessories,2.00,622.25,0.17,Bank Transfer,1032.94,149.43
448,10/30/2023,1329,Natasha Nguyen,West,200,Headphones,Accessories,2.00,536.85,0.2,Bank Transfer,858.96,124.26
449,7/24/2024,1388,Kenneth Fisher,East,400,Monitor,Accessories,1.00,738.57,0.1,Credit Card,664.71,96.16
450,7/26/2024,1100,William Morgan,East,200,Laptop,Accessories,3.00,1466.68,0.09,Bank Transfer,4004.04,579.23
451,10/2/2024,1102,Joseph Conner,South,378,Laptop,Electronics,1.00,1196.51,0.26,Credit Card,885.42,128.09
452,2/2/2024,1231,Linda Stokes,East,344,Keyboard,Accessories,1.00,728.07,0.05,PayPal,691.67,100.06
